"Date","Price","Open","High","Low","Vol.","Change %"
"03/13/2006","16,003.3","15,930.1","16,015.7","15,921.4","","0.28%"
"03/10/2006","15,958.9","16,138.3","16,190.4","15,908.8","","-1.28%"
"03/09/2006","16,166.4","16,167.8","16,318.2","16,125.9","","-0.13%"
"03/08/2006","16,187.8","16,041.3","16,241.0","16,026.6","","0.82%"
"03/07/2006","16,056.6","16,051.9","16,113.2","16,013.4","","-0.13%"
"03/06/2006","16,077.7","16,103.4","16,194.9","16,032.9","","-0.25%"
"03/03/2006","16,118.3","16,092.0","16,144.9","16,060.1","","0.03%"
"03/02/2006","16,113.3","16,056.1","16,110.4","16,004.9","","0.34%"
"03/01/2006","16,058.4","16,092.8","16,146.0","16,023.0","","-0.29%"
"02/28/2006","16,105.6","16,058.4","16,123.1","15,967.2","","0.25%"
"02/27/2006","16,065.7","16,193.0","16,194.9","16,022.5","","-0.91%"
"02/24/2006","16,213.1","16,224.5","16,292.1","16,163.6","","-0.12%"
"02/23/2006","16,232.3","16,301.7","16,308.3","16,164.3","","-0.43%"
"02/22/2006","16,302.0","16,166.1","16,312.0","16,149.4","","0.80%"
"02/21/2006","16,171.9","16,085.5","16,207.7","16,066.8","","0.44%"
"02/20/2006","16,100.3","16,049.5","16,116.5","16,045.8","","0.16%"
"02/17/2006","16,074.5","16,001.6","16,092.0","15,991.4","","0.34%"
"02/16/2006","16,020.7","16,042.3","16,065.7","15,954.3","","-0.25%"
"02/15/2006","16,061.4","16,006.8","16,107.4","15,952.8","","0.22%"
"02/14/2006","16,026.5","16,064.3","16,131.8","15,928.5","","-0.40%"
"02/13/2006","16,091.0","16,077.1","16,125.9","16,024.2","","-0.06%"
"02/10/2006","16,101.0","16,059.8","16,212.9","15,973.2","","0.16%"
"02/09/2006","16,074.9","16,128.9","16,189.7","16,027.1","","-0.46%"
"02/08/2006","16,149.9","16,026.9","16,174.1","15,999.4","","0.75%"
"02/07/2006","16,029.2","16,087.6","16,159.8","15,983.7","","-0.53%"
"02/06/2006","16,114.9","16,354.1","16,396.8","16,037.4","","-1.65%"
"02/03/2006","16,384.8","16,620.0","16,635.0","16,339.3","","-1.51%"
"02/02/2006","16,635.5","16,510.4","16,641.8","16,499.1","","0.52%"
"02/01/2006","16,550.0","16,646.8","16,661.7","16,476.0","","-0.72%"
"01/31/2006","16,669.2","16,578.9","16,715.1","16,557.3","","0.41%"
"01/30/2006","16,601.0","16,581.5","16,617.5","16,541.3","","0.04%"
"01/27/2006","16,594.6","16,660.1","16,756.3","16,561.8","","-0.48%"
"01/26/2006","16,675.1","16,656.2","16,739.1","16,594.9","","0.07%"
"01/25/2006","16,664.2","16,917.3","16,955.0","16,641.0","","-1.65%"
"01/24/2006","16,944.2","16,871.4","16,961.8","16,817.0","","0.40%"
"01/23/2006","16,877.3","16,695.8","16,882.0","16,672.9","","0.99%"
"01/20/2006","16,711.7","16,520.2","16,713.7","16,449.0","","1.07%"
"01/19/2006","16,534.5","16,730.6","16,759.2","16,457.6","","-1.28%"
"01/18/2006","16,748.5","16,719.6","16,825.7","16,678.4","","0.02%"
"01/17/2006","16,744.4","16,739.2","16,849.1","16,642.3","","-0.08%"
"01/16/2006","16,758.0","16,607.9","16,827.0","16,591.5","","0.88%"
"01/13/2006","16,611.2","16,438.4","16,632.4","16,423.1","","1.01%"
"01/12/2006","16,444.9","16,686.5","16,724.3","16,414.1","","-1.51%"
"01/11/2006","16,697.7","16,668.9","16,758.0","16,568.2","","0.04%"
"01/10/2006","16,690.3","16,679.3","16,718.6","16,637.4","","-0.02%"
"01/09/2006","16,693.6","16,868.1","16,892.9","16,653.7","","-1.26%"
"01/06/2006","16,906.4","16,817.7","16,923.6","16,736.4","","0.49%"
"01/05/2006","16,824.2","16,920.1","16,987.1","16,746.8","","-0.75%"
"01/04/2006","16,950.5","16,929.4","16,992.6","16,818.7","","0.02%"
"01/03/2006","16,947.8","16,903.9","16,938.1","16,765.1","","0.07%"
"01/02/2006","16,936.1","16,920.4","16,947.1","16,804.6","","0.06%"
"12/30/2005","16,925.8","16,943.2","17,008.7","16,855.3","","-0.20%"
"12/29/2005","16,959.0","16,858.0","16,979.6","16,850.1","","0.51%"
"12/28/2005","16,873.7","16,963.1","17,112.1","16,813.8","","-0.60%"
"12/27/2005","16,976.1","16,985.4","17,070.1","16,953.3","","-0.13%"
"12/26/2005","16,999.0","17,078.9","17,089.8","16,978.6","","-0.62%"
"12/23/2005","17,105.1","17,070.8","17,200.7","17,051.1","","0.00%"
"12/22/2005","17,104.4","17,119.3","17,142.2","17,041.3","","-0.13%"
"12/21/2005","17,126.5","17,273.1","17,366.1","17,058.5","","-0.87%"
"12/20/2005","17,276.8","17,363.2","17,436.4","17,253.4","","-0.55%"
"12/19/2005","17,371.8","17,451.2","17,647.1","17,321.2","","-0.79%"
"12/16/2005","17,510.7","17,334.3","17,548.8","17,323.4","","0.85%"
"12/15/2005","17,363.5","17,341.9","17,474.9","17,282.9","","0.02%"
"12/14/2005","17,360.7","17,263.2","17,485.7","17,246.7","","0.47%"
"12/13/2005","17,280.2","17,314.1","17,344.0","17,234.0","","-0.30%"
"12/12/2005","17,332.9","16,927.3","17,321.0","16,911.9","","1.98%"
"12/09/2005","16,996.7","17,121.9","17,131.4","16,810.9","","-0.99%"
"12/08/2005","17,165.8","17,050.1","17,156.1","16,948.0","","0.58%"
"12/07/2005","17,067.2","17,258.3","17,263.4","16,993.1","","-1.21%"
"12/06/2005","17,276.2","17,339.6","17,354.5","17,166.8","","-0.41%"
"12/05/2005","17,347.8","17,302.7","17,364.5","17,204.9","","0.14%"
"12/02/2005","17,322.8","17,321.3","17,386.3","17,226.8","","-0.15%"
"12/01/2005","17,348.3","17,308.3","17,385.4","17,298.3","","0.03%"
"11/30/2005","17,342.8","17,224.0","17,383.7","17,202.0","","0.49%"
"11/29/2005","17,258.8","17,354.5","17,360.6","17,191.4","","-0.69%"
"11/28/2005","17,377.9","17,205.1","17,404.7","17,119.7","","0.72%"
"11/25/2005","17,252.9","17,319.2","17,345.0","17,198.0","","-0.41%"
"11/24/2005","17,323.3","17,287.7","17,372.4","17,255.6","","0.02%"
"11/23/2005","17,319.4","17,259.5","17,369.2","17,207.4","","0.14%"
"11/22/2005","17,296.0","17,239.2","17,413.2","17,146.3","","0.12%"
"11/21/2005","17,274.7","17,286.6","17,362.4","17,176.7","","-0.23%"
"11/18/2005","17,313.7","17,215.2","17,364.8","17,192.2","","0.49%"
"11/17/2005","17,228.9","17,161.0","17,298.8","17,151.0","","0.25%"
"11/16/2005","17,186.7","17,349.0","17,385.2","17,139.6","","-1.06%"
"11/15/2005","17,371.4","17,306.0","17,464.9","17,284.1","","0.24%"
"11/14/2005","17,329.4","17,389.6","17,513.5","17,276.3","","-0.38%"
"11/11/2005","17,394.9","17,353.8","17,396.6","17,293.6","","0.14%"
"11/10/2005","17,371.3","17,270.4","17,464.5","17,231.7","","0.43%"
"11/09/2005","17,297.0","17,596.0","17,618.2","17,243.2","","-1.78%"
"11/08/2005","17,610.2","17,576.9","17,604.7","17,470.1","","0.02%"
"11/07/2005","17,606.4","17,580.2","17,615.4","17,479.6","","-0.17%"
"11/04/2005","17,636.1","17,784.9","17,795.0","17,539.3","","-0.94%"
"11/03/2005","17,802.9","17,827.0","17,858.1","17,750.9","","-0.29%"
"11/02/2005","17,855.1","17,684.5","17,847.0","17,647.4","","0.82%"
"11/01/2005","17,709.5","17,903.6","18,019.5","17,624.6","","-1.18%"
"10/31/2005","17,920.4","17,802.1","18,036.7","17,736.1","","0.65%"
"10/28/2005","17,804.4","17,834.9","17,885.7","17,768.3","","-0.30%"
"10/27/2005","17,857.2","17,712.4","17,953.6","17,689.4","","0.76%"
"10/26/2005","17,723.2","17,787.1","17,974.0","17,425.8","","-0.49%"
"10/25/2005","17,810.9","17,789.3","17,814.4","17,588.2","","-0.09%"
"10/24/2005","17,826.6","17,817.9","17,845.2","17,733.4","","-0.21%"
"10/21/2005","17,863.9","17,862.2","17,933.2","17,725.2","","-0.08%"
"10/20/2005","17,878.0","17,771.3","17,884.1","17,734.0","","0.37%"
"10/19/2005","17,811.9","17,639.3","17,809.3","17,457.7","","0.78%"
"10/18/2005","17,674.5","17,699.6","17,749.4","17,513.0","","-0.31%"
"10/17/2005","17,730.1","17,861.9","17,911.3","17,688.8","","-0.86%"
"10/14/2005","17,884.5","17,726.8","17,923.3","17,588.1","","0.68%"
"10/13/2005","17,763.3","17,694.2","17,783.9","17,490.2","","0.32%"
"10/12/2005","17,706.2","17,533.6","17,733.3","17,490.3","","0.77%"
"10/11/2005","17,570.6","17,662.3","17,780.6","17,527.2","","-0.67%"
"10/10/2005","17,689.7","17,661.6","17,745.6","17,614.2","","0.00%"
"10/07/2005","17,689.1","17,833.5","17,879.5","17,633.5","","-1.00%"
"10/06/2005","17,868.6","17,662.5","17,919.9","17,619.4","","1.09%"
"10/05/2005","17,676.4","17,905.6","17,920.9","17,611.2","","-1.40%"
"10/04/2005","17,927.9","18,057.4","18,182.8","17,859.2","","-0.82%"
"10/03/2005","18,076.8","18,128.9","18,363.8","17,968.7","","-0.50%"
"09/30/2005","18,168.2","18,167.8","18,227.5","17,928.4","","-0.10%"
"09/29/2005","18,187.0","18,326.4","18,475.6","18,109.4","","-0.90%"
"09/28/2005","18,351.8","18,147.1","18,334.7","18,129.6","","1.00%"
"09/27/2005","18,170.0","18,158.8","18,179.6","18,088.7","","-0.07%"
"09/26/2005","18,182.9","18,118.7","18,196.0","18,094.2","","0.04%"
"09/23/2005","18,175.3","18,484.9","18,510.7","18,136.7","","-2.23%"
"09/22/2005","18,590.1","18,476.0","18,530.1","18,260.3","","0.47%"
"09/21/2005","18,503.7","18,302.8","18,500.4","18,272.3","","1.01%"
"09/20/2005","18,319.3","18,286.4","18,387.2","18,260.1","","0.09%"
"09/19/2005","18,302.9","18,294.5","18,366.9","18,241.0","","-0.37%"
"09/16/2005","18,370.8","18,138.3","18,396.9","18,135.2","","1.10%"
"09/15/2005","18,170.9","18,225.0","18,310.3","18,129.2","","-0.48%"
"09/14/2005","18,258.7","18,367.8","18,383.9","18,187.7","","-0.73%"
"09/13/2005","18,393.1","18,322.4","18,447.8","18,230.1","","0.10%"
"09/12/2005","18,374.4","18,758.8","18,778.1","18,317.4","","-2.11%"
"09/09/2005","18,771.1","18,980.1","19,005.6","16,880.2","","-1.30%"
"09/08/2005","19,018.4","18,989.3","19,079.6","18,891.2","","-0.15%"
"09/07/2005","19,047.1","19,247.9","19,255.2","18,694.6","","-1.99%"
"09/06/2005","19,434.2","18,942.0","19,370.2","18,758.8","","2.30%"
"09/05/2005","18,996.8","19,027.6","19,225.4","18,584.0","","0.03%"
"09/02/2005","18,991.7","18,672.2","19,085.5","18,627.4","","0.70%"
"09/01/2005","18,859.7","18,348.6","19,098.0","18,252.7","","1.54%"
"08/31/2005","18,573.5","18,390.7","18,943.3","17,985.7","","-0.50%"
"08/30/2005","18,666.3","19,258.2","20,316.0","18,352.5","","-3.36%"
"08/29/2005","19,315.4","18,682.6","19,402.7","18,676.4","","3.33%"
"08/26/2005","18,693.5","18,592.8","18,788.6","18,553.6","","0.42%"
